,Tweet,Processed Tweet,polarity,sentiment
497,RT @roryg2009: I get amused by the amount of really old things that still hang about in Windows 11. Like the 3D Text screensaver from Windo…, I get amused amount really old thing still hang Windows 11. Like 3D Text screensaver Windo…,0.1,Neutral
498,I get amused by the amount of really old things that still hang about in Windows 11. Like the 3D Text screensaver f… https://t.co/6DRpQw5nci,I get amused amount really old thing still hang Windows 11. Like 3D Text screensaver f… ,0.1,Neutral
500,Windows 11 : Microsoft veut révolutionner le copier-coller sur Edge et Chrome → https://t.co/JhSWoDnKpN via @phonandroid #Windows11,Windows 11 : Microsoft veut révolutionner le copier-coller sur Edge et Chrome →  via ,0.0,Neutral
501,onmsft: Microsoft Surface’s rocky NFL partnership ultimately turned out to be a “great outcome”… https://t.co/77O15ADamy,onmsft: Microsoft Surface’s rocky NFL partnership ultimately turned “great outcome”… ,0.4,Positive
502,"RT @FireCubeStudios: Gamebar with transparency which might be mica or god forbid acrylic.
#Windows11 #FluentDesign https://t.co/7p8Q4ynt2H", Gamebar transparency might mica god forbid acrylic. #FluentDesign ,0.0,Neutral
503,Playing #HaloInfinite #Halo on #Windows11 #Xbox #follow https://t.co/5OymSmWogH,Playing #HaloInfinite #Halo #Xbox #follow ,0.0,Neutral
504,Memperbaiki Remember my apps dan Remember my preferences Tidak Bisa Diklik di Windows 11 #Settings #WindowsBackup… https://t.co/3lzhCv4274,Memperbaiki Remember apps dan Remember preference Tidak Bisa Diklik di Windows 11 #Settings #WindowsBackup… ,0.0,Neutral
506,RT @MSWindowsITPro: IT PROS: Join us now until 10:30 at https://t.co/TS3W3kIpWf with your #Windows11 deployment questions! https://t.co/FYQ…, IT PROS: Join u 10:30  deployment questions! …,0.0,Neutral
507,IT PROS: Join us now until 10:30 at https://t.co/TS3W3kIpWf with your #Windows11 deployment questions! https://t.co/FYQQm2x9wE,IT PROS: Join u 10:30  deployment questions! ,0.0,Neutral
508,"Reinstalling windows on a new HP laptop 💻 with the new #Intel NVMe hard drives is a nightmare 😤

You have to downlo… https://t.co/mRBvEdcluf",Reinstalling window new HP laptop 💻 new #Intel NVMe hard drive nightmare 😤 You downlo… ,-0.006313131313131326,Neutral
510,6 Ways to Shut Down Windows 11 https://t.co/hu8EWHnH1P #windows11 #windowsinsiders,6 Ways Shut Down Windows 11  #windows11 #windowsinsiders,-0.15555555555555559,Negative
511,"RT @majorgeeks: New stuff (and plenty of updates) for your #mondayfunday
https://t.co/LijufqWYm9

#software #Tech #Technology #Apps #downlo…", New stuff (and plenty updates) #mondayfunday  #software #Tech #Technology #Apps #downlo…,0.13636363636363635,Positive
512,"New stuff (and plenty of updates) for your #mondayfunday
https://t.co/LijufqWYm9

#software #Tech #Technology #Apps… https://t.co/nQnNHQZa9j",New stuff (and plenty updates) #mondayfunday  #software #Tech #Technology #Apps… ,0.13636363636363635,Positive
513,"RT @windowsiran: چگونه به سیف مود (Safe Mode) ویندوز ۱۱ دست پیدا کنیم.
در مقاله زیر ۸ روش برای ورود به حالت سیف مود (Safe Mode) ویندوز ۱۱ ر…", چگونه به سیف مود (Safe Mode) ویندوز ۱۱ دست پیدا کنیم. در مقاله زیر ۸ روش برای ورود به حالت سیف مود (Safe Mode) ویندوز ۱۱ ر…,0.5,Positive
514,RT @DirectDialcom: Microsoft may soon let #Windows11 users bypass Edge as the default browser https://t.co/4fFcMnXgiu via @computerworld, Microsoft may soon let user bypass Edge default browser  via ,0.0,Neutral
515,Microsoft may soon let #Windows11 users bypass Edge as the default browser https://t.co/4fFcMnXgiu via @computerworld,Microsoft may soon let user bypass Edge default browser  via ,0.0,Neutral
516,RT @teknobirdblog: https://t.co/txg2t1l6f2 VPN - 6 Aylık Ücretsiz Lisans - Teknobird https://t.co/7OEfemXaoh @GoogleNews aracılığıyla #VPN…,  VPN - 6 Aylık Ücretsiz Lisans - Teknobird   aracılığıyla #VPN…,0.0,Neutral
517,https://t.co/txg2t1l6f2 VPN - 6 Aylık Ücretsiz Lisans - Teknobird https://t.co/7OEfemXaoh @GoogleNews aracılığıyla… https://t.co/sqVHV0pvjo, VPN - 6 Aylık Ücretsiz Lisans - Teknobird   aracılığıyla… ,0.0,Neutral
518,"How to Change Text Caret Cursor Blink Timeout in #Windows11 and #Windows10 
https://t.co/21tWdMmiRF",How Change Text Caret Cursor Blink Timeout #Windows10 ,0.0,Neutral
519,"Gamebar with transparency which might be mica or god forbid acrylic.
#Windows11 #FluentDesign https://t.co/7p8Q4ynt2H",Gamebar transparency might mica god forbid acrylic. #FluentDesign ,0.0,Neutral
521,Instala #Windows11 en #Virtualbox - https://t.co/LettH7bJcq,Instala en #Virtualbox - ,0.0,Neutral
522,"RT @TTiche: The brand new working system from Microsoft – Windows 11 brings in lots of adjustments and options. In accordance to Microsoft,…"," The brand new working system Microsoft – Windows 11 brings lot adjustment options. In accordance Microsoft,…",0.13636363636363635,Positive
523,The brand new working system from Microsoft – Windows 11 brings in lots of adjustments and options. In accordance t… https://t.co/OEaM0PbxDi,The brand new working system Microsoft – Windows 11 brings lot adjustment options. In accordance t… ,0.13636363636363635,Positive
524,"So, #Windows11 is...

Pretty ok.

No stability issues for me, I like the UI updates they've made. It helps that I'm… https://t.co/JyapUX37fg","So, is... Pretty ok. No stability issue me, I like UI update they've made. It help I'm… ",0.375,Positive
526,I realise this comment also says a lot about my confidence in Microsoft to fix the key issues with #Windows11 given… https://t.co/MRPJ0d5zfs,I realise comment also say lot confidence Microsoft fix key issue given… ,0.0,Neutral
528,#MICROSOFT Shop the latest Microsoft Store sales&amp;deals at a great price!Get more of what you want for less w/Micros… https://t.co/kWfayncJkg,#MICROSOFT Shop latest Microsoft Store sales&amp;deals great price!Get want le w/Micros… ,0.65,Positive
531,RT @MSWindowsITPro: Live #Windows11 Ask the Experts in less than 30 minutes - 10AM PST! https://t.co/z3gHVpiYea https://t.co/ZR7EdkdK8y, Live Ask Experts le 30 minute - 10AM PST!  ,0.17045454545454544,Positive
532,Live #Windows11 Ask the Experts in less than 30 minutes - 10AM PST! https://t.co/z3gHVpiYea https://t.co/ZR7EdkdK8y,Live Ask Experts le 30 minute - 10AM PST!  ,0.17045454545454544,Positive
533,RT @techhelpkb: #Microsoft wants to revolutionize copy and paste in #Edge and #Chrome for #Windows11 https://t.co/xhAloRJi3R, #Microsoft want revolutionize copy paste #Edge #Chrome ,0.0,Neutral
534,#Microsoft wants to revolutionize copy and paste in #Edge and #Chrome for #Windows11 https://t.co/xhAloRJi3R,#Microsoft want revolutionize copy paste #Edge #Chrome ,0.0,Neutral
535,"How to Enable or Disable Double-Click to Maximize Windows Vertically in #Windows10 and #Windows11 
https://t.co/TDcQuGzUic",How Enable Disable Double-Click Maximize Windows Vertically #Windows10 ,0.0,Neutral
536,"RT @GeekOnTheLoose: ThisIsWin11 v0.94.0- An open source project similar to Power Toys for Win11.  https://t.co/xUjea44tu4

#Windows11 #Win1…", ThisIsWin11 v0.94.0- An open source project similar Power Toys Win11.  #Win1…,0.0,Neutral
537,Join my colleagues and I this morning for a #Windows11 Ask the Experts LIVE session - https://t.co/6bdyoj82CT https://t.co/KmTLg7LGRh,Join colleague I morning Ask Experts LIVE session -  ,0.13636363636363635,Positive
538,"RT @MSFTMechanics: Gummy Bear Attacks.

@dwizzzleMSFT shows you how to defend against in-memory attacks to disable fingerprints, and improv…"," Gummy Bear Attacks.  show defend in-memory attack disable fingerprints, improv…",0.0,Neutral
539,"Get ready for the move to #Windows11 🚀Try Juriba’s AppM platform free today. 

To start your free 30-day trial, vis… https://t.co/8F4XNQFOwP","Get ready move 🚀Try Juriba’s AppM platform free today. To start free 30-day trial, vis… ",0.3333333333333333,Positive
540,How to Change Audio Output in Windows 11 &amp; Set Default Speakers https://t.co/1f9gUITlPI via @YouTube #windows11… https://t.co/YhtbfM8SOV,How Change Audio Output Windows 11 &amp; Set Default Speakers  via  #windows11… ,0.0,Neutral
542,"RT @ghacks: Run Windows 11 Fixer to make a few usability adjustments quickly #windows11 #windows #opensource

https://t.co/LhJsspqCIG https…", Run Windows 11 Fixer make usability adjustment quickly #windows11 #windows #opensource  https…,0.3333333333333333,Positive
543,Run Windows 11 Fixer to make a few usability adjustments quickly #windows11 #windows #opensource… https://t.co/1sOd91juiM,Run Windows 11 Fixer make usability adjustment quickly #windows11 #windows #opensource… ,0.3333333333333333,Positive
544,#owasp #security #owaspmugla #yazılım #kodlama #yazılımcı #cybersecurity #kod #mühendis #Windows11 #linux… https://t.co/iQEBZOLxsl,#owasp #security #owaspmugla #yazılım #kodlama #yazılımcı #cybersecurity #kod #mühendis #linux… ,0.0,Neutral
545,Mejores gestos y atajos de teclado para Windows 11 https://t.co/6yMgpO5G5k a través de @xataka #Windows11 #trucos,Mejores gestos atajos de teclado para Windows 11  través de  #trucos,0.0,Neutral
546,@Windows In my system window 11 is going hang sometimes. please make it or improve the quality #Windows11 #BillGates, In system window 11 going hang sometimes. please make improve quality #BillGates,0.0,Neutral
547,"Come talk #Windows11 Deployment and get all your questions answered by the team- tune in in an hour on @LearnTV 

🕒… https://t.co/Vx9RSoIoQL",Come talk Deployment get question answered team- tune hour  🕒… ,0.0,Neutral
549,"RT @EdTittel: The latest Ventoy 1.0.62 release is out, and it includes a nifty plug-in manager and a toggle for #Windows11 hardware checks.…"," The latest Ventoy 1.0.62 release out, includes nifty plug-in manager toggle hardware checks.…",0.5,Positive
550,"Any Microsoft #PowerToys users out there?
https://t.co/ntueF2rvr7 

#Windows #Windows11 #Windows10",Any Microsoft #PowerToys user there?  #Windows #Windows10,0.0,Neutral
551,"RT @avijitexe: When will Windows 11 will be available for core i5-6300HQ?
#MicrosoftTeams
#Windows11 
#Microsoft 
#Windows11Pro", When Windows 11 available core i5-6300HQ? #MicrosoftTeams #Microsoft #Windows11Pro,0.4,Positive
552,"When will Windows 11 will be available for core i5-6300HQ?
#MicrosoftTeams
#Windows11 
#Microsoft 
#Windows11Pro",When Windows 11 available core i5-6300HQ? #MicrosoftTeams #Microsoft #Windows11Pro,0.4,Positive
553,"The latest Ventoy 1.0.62 release is out, and it includes a nifty plug-in manager and a toggle for #Windows11 hardwa… https://t.co/h1zvn4D9Ts","The latest Ventoy 1.0.62 release out, includes nifty plug-in manager toggle hardwa… ",0.5,Positive
554,"Sohn (19, Legastheniker): ""Also ich mag ja schlecht in Deutsch sein, aber #Windows11 ist es auch...""
(bringt, bring… https://t.co/r1ngr900Cm","Sohn (19, Legastheniker): ""Also ich mag ja schlecht Deutsch sein, aber ist e auch..."" (bringt, bring… ",0.0,Neutral
555,"RT @ghacks: Customize the Windows 11 taskbar, transform it into a dock with RoundedTB #windows11 #taskbar #microsoft

https://t.co/GzORjIM3…"," Customize Windows 11 taskbar, transform dock RoundedTB #windows11 #taskbar #microsoft …",0.0,Neutral
556,"Customize the Windows 11 taskbar, transform it into a dock with RoundedTB #windows11 #taskbar #microsoft… https://t.co/1fufOgqt7w","Customize Windows 11 taskbar, transform dock RoundedTB #windows11 #taskbar #microsoft… ",0.0,Neutral
557,Почему в #Windows11 часики только на одном экране? Что за странное решение?,Почему в часики только на одном экране? Что за странное решение?,0.0,Neutral
558,RT @ThedotSoni: Lets go see if #PUBG runs equally good on #windows11 than #win10 . #twitch #win11 #primaesport https://t.co/ZcqnlM7Uce, Lets go see #PUBG run equally good #windows11 #win10 . #twitch #win11 #primaesport ,0.7,Positive
559,Lets go see if #PUBG runs equally good on #windows11 than #win10 . #twitch #win11 #primaesport https://t.co/ZcqnlM7Uce,Lets go see #PUBG run equally good #windows11 #win10 . #twitch #win11 #primaesport ,0.7,Positive
560,"Windows 11 vs. Windows 10, Tested: Will the OS Upgrade Speed Up Your Current PC?
https://t.co/0iiXyEmmXR
#Windows11… https://t.co/1wDsflmNT7","Windows 11 vs. Windows 10, Tested: Will OS Upgrade Speed Up Your Current PC?  #Windows11… ",0.0,Neutral
561,onmsft: Microsoft Edge to support encrypted sync for Microsoft 365 Business Basic customers https://t.co/ZtXn9Mukym… https://t.co/pgv1DVVLdZ,onmsft: Microsoft Edge support encrypted sync Microsoft 365 Business Basic customer … ,0.0,Neutral
562,"¡Bienvenido al Modo Oscuro de Windows!

El IDE de Xojo en #Windows es compatible con Dark Mode… ¡y también las apps… https://t.co/b9jELKpH1q",¡Bienvenido al Modo Oscuro de Windows! El IDE de Xojo en #Windows e compatible con Dark Mode… ¡y también la apps… ,-0.15,Negative
563,"🔔Windows 11 : déplacer les dossiers utilisateur (Documents, Images, Musique…)

➡️ https://t.co/O5MvE7V9c8… https://t.co/WNzt27QInH","🔔Windows 11 : déplacer le dossier utilisateur (Documents, Images, Musique…) ➡️ … ",0.0,Neutral
564,"Wish I would've known and done this. 

Definitely want windows 10 back, but it's too late now without a clean insta… https://t.co/VpTPCvau38","Wish I would've known done this. Definitely want window 10 back, late without clean insta… ",0.016666666666666677,Neutral
568,onmsft: OneDrive for Business to get markup support for images this month https://t.co/pxIyQHsnRN #Microsoft #Windows11 #Windows,onmsft: OneDrive Business get markup support image month  #Microsoft #Windows,0.0,Neutral
569,Looks nice #Windows11 https://t.co/7PlCUtaza9,Looks nice ,0.6,Positive
574,"How to Fix Windows 11 Slow Startup (6 Methods) https://t.co/34HyPCb48R
#HowTo #SlowStartup #Windows11",How Fix Windows 11 Slow Startup (6 Methods)  #HowTo #SlowStartup,-0.30000000000000004,Negative
578,RT @richardhicks: Fine tuning #Microsoft Always On #VPN settings using @MSIntune Proactive Remediations. #Windows #Windows10 #Windows11 #Wi…, Fine tuning #Microsoft Always On #VPN setting using  Proactive Remediations. #Windows #Windows10 #Wi…,0.4166666666666667,Positive
579,Fine tuning #Microsoft Always On #VPN settings using @MSIntune Proactive Remediations. #Windows #Windows10… https://t.co/yMdIz1mVdz,Fine tuning #Microsoft Always On #VPN setting using  Proactive Remediations. #Windows #Windows10… ,0.4166666666666667,Positive
580,"Windows 11 vs. Windows 10, Tested: Will the OS Upgrade Speed Up Your Current PC? https://t.co/uToaEr0G1z #windows11… https://t.co/Dz93hYwgCq","Windows 11 vs. Windows 10, Tested: Will OS Upgrade Speed Up Your Current PC?  #windows11… ",0.0,Neutral
581,Nothing like a bit of visual consistancy is there? #Windows11 https://t.co/UTgsTYKTiN,Nothing like bit visual consistancy there? ,0.0,Neutral
582,"Share your PC screen to a television!!!

⊞ Win+K = Display Cast

Searches for an available display on your network… https://t.co/ZlR3qvdH7F",Share PC screen television!!! ⊞ Win+K = Display Cast Searches available display network… ,0.4,Positive
584,Windows 11 deserves this Windows Vista login UI with Live wallpaper &amp; audio #Windows11 https://t.co/T52JHGl46J,Windows 11 deserves Windows Vista login UI Live wallpaper &amp; audio ,0.13636363636363635,Positive
586,Open Source can't win proprietary software ! And it should'nt happen ! #Linux #LinuxDeveloper #Windows11 #Windows10,Open Source can't win proprietary software ! And should'nt happen ! #Linux #LinuxDeveloper #Windows10,0.5,Positive
589,RT @swcontractsol: Data on the adoption of #Microsoft's newest OS shows uptake ranging from 1% to 9%. But most enterprises will likely wait…, Data adoption #Microsoft's newest OS show uptake ranging 1% 9%. But enterprise likely wait…,0.0,Neutral
590,"#Windows11 travando, engasgando, congelando em uma instalação nova  com 16Gb RAM, M2, Placa de Vídeo refrigeração a… https://t.co/yknEOBJWoT","travando, engasgando, congelando em uma instalação nova com 16Gb RAM, M2, Placa de Vídeo refrigeração a… ",0.0,Neutral
591,Data on the adoption of #Microsoft's newest OS shows uptake ranging from 1% to 9%. But most enterprises will likely… https://t.co/VvRGYdVlO7,Data adoption #Microsoft's newest OS show uptake ranging 1% 9%. But enterprise likely… ,0.0,Neutral
592,"How to Fix Your Keyboard Typing Numbers Instead of Letters: https://t.co/sdpU1PDawS

#Windows11 #Windows10… https://t.co/05nJCaIKuT",How Fix Your Keyboard Typing Numbers Instead Letters:  #Windows10… ,0.0,Neutral
594,"Do you have a gaming laptop????
#Windows11 #gaming #laptop #pcgaming",Do gaming laptop???? #gaming #laptop #pcgaming,0.0,Neutral
595,Of course #Workspot supports #Windows11 and there are considerations regarding how your organization plans #Win11 a… https://t.co/pFhXkRRykr,Of course #Workspot support consideration regarding organization plan #Win11 a… ,0.0,Neutral
596,"Windows 11: కొత్త విండోస్‌లో డీఫాల్ట్ బ్రౌజర్‌ను ఎలా మార్చాలంటే! 
#Technews #Windows11 #Browser #Telugunews #061220… https://t.co/QPgFnTHamr",Windows 11: కొత్త విండోస్‌లో డీఫాల్ట్ బ్రౌజర్‌ను ఎలా మార్చాలంటే! #Technews #Browser #Telugunews #061220… ,0.0,Neutral
598,"RT @Bot4DTU: Windows 11 vs. Windows 10, Tested: Will the OS Upgrade Speed Up Your Current PC?
https://t.co/JQLqLh9Qdk

#microsoft #windows1…"," Windows 11 vs. Windows 10, Tested: Will OS Upgrade Speed Up Your Current PC?  #microsoft #windows1…",0.0,Neutral
599,"Windows 11 vs. Windows 10, Tested: Will the OS Upgrade Speed Up Your Current PC?
https://t.co/JQLqLh9Qdk… https://t.co/IRuXSSAfVE","Windows 11 vs. Windows 10, Tested: Will OS Upgrade Speed Up Your Current PC? … ",0.0,Neutral
600,"@IcePanda It's great to see that you're giving BMO an update 😅, let us know what you think of #Windows11 - Jack"," It's great see giving BMO update 😅, let u know think - Jack",0.8,Positive
601,"""Valve has updated its Steam Hardware Survey with the latest data from November 2021""
#trends2021 #computerhardware… https://t.co/LgXd8uP6hs","""Valve updated Steam Hardware Survey latest data November 2021"" #trends2021 #computerhardware… ",0.5,Positive
602,#Windows11 decided that I couldn’t use Chrome any longer. Fixed but more time wasted with this useless update from $MSFT.,decided I couldn’t use Chrome longer. Fixed time wasted useless update $MSFT.,-0.19999999999999998,Negative
603,Among reasons @Microsoft's #Windows11 req's will delay adoption: Consistency. I've some clients who want (or can on… https://t.co/A9q62qU6jk,Among reason 's req's delay adoption: Consistency. I've client want (or on… ,0.0,Neutral
604,"Hey Microsoft, we PC users don't want our OS to look like MacOS. Please make a ""classic view"" in Win11 like you did… https://t.co/V9Ci1P1e08","Hey Microsoft, PC user want OS look like MacOS. Please make ""classic view"" Win11 like did… ",0.16666666666666666,Positive
606,"Ubuntu Dark 20.04 Theme For Windows 11 
Get it here: https://t.co/sTLNsVqtYb 
#FreeFire #Windows11 #BTS #FIFA22… https://t.co/H4XJdLpVtZ",Ubuntu Dark 20.04 Theme For Windows 11 Get here:  #FreeFire #BTS #FIFA22… ,-0.15,Negative
608,"RT @mrchypark_: #rstats #Windows11 #patherror

on windows11, R work fine with non-ascii path folder like install packge on personal library…"," #rstats #patherror windows11, R work fine non-ascii path folder like install packge personal library…",0.20833333333333334,Positive
610,"#rstats #Windows11 #patherror

on windows11, R work fine with non-ascii path folder like install packge on personal… https://t.co/0rr3NZPg4S","#rstats #patherror windows11, R work fine non-ascii path folder like install packge personal… ",0.4166666666666667,Positive
612,"Ти ж ком'ютерщик...
А скажіть мені як комп'ютерщики комп'юторщику Ви до Вінди 11 вже оновились? 
#Windows11",Ти ж ком'ютерщик... А скажіть мені як комп'ютерщики комп'юторщику Ви до Вінди 11 вже оновились?,0.0,Neutral
615,"RT @CSA_DVillamizar: I tried it #windows11, but the taskbar buttons are all in one. Isn't there anything that doesn't join? I want to open…"," I tried #windows11, taskbar button one. Isn't anything join? I want open…",0.0,Neutral
616,"I tried it #windows11, but the taskbar buttons are all in one. Isn't there anything that doesn't join? I want to op… https://t.co/nFySLM4mSQ","I tried #windows11, taskbar button one. Isn't anything join? I want op… ",0.0,Neutral
617,"#windows11 にしてみたんだけど、タスクバーボタン が全部1つにまとまっちゃうんだね。 結合しないっていうのはないのかな？ 私はタスクバーは開いて使いたい派です～
#windows #win #Microsoft  #悩み",#windows11 にしてみたんだけど、タスクバーボタン が全部1つにまとまっちゃうんだね。 結合しないっていうのはないのかな？ 私はタスクバーは開いて使いたい派です～ #windows #win #Microsoft #悩み,0.8,Positive
618,"Si utilizas web apps en #Chrome o #Edge con #Windows11, el nuevo ""copy-paste"" de #Microsoft te va a cambiar la vida https://t.co/Twc9DLUlYJ","Si utilizas web apps en #Chrome #Edge con #Windows11, el nuevo ""copy-paste"" de #Microsoft te va cambiar la vida ",0.0,Neutral
619,😹 #Windows11 https://t.co/KGK2W3LnP9,😹 ,0.0,Neutral
620,"A part le look qui a vraiment été travaillé, très déçu par #Windows11.
Fini la possibilité de placer la taskbar en… https://t.co/wNlGWi1Tko","A part le look qui vraiment été travaillé, très déçu par #Windows11. Fini la possibilité de placer la taskbar en… ",0.0,Neutral
621,"When I press Win + X + R + R for shut down, I have a 50 % chance to get that working. Sometimes it works, sometimes… https://t.co/J9fp56rPvC","When I press Win + X + R + R shut down, I 50 % chance get working. Sometimes works, sometimes… ",0.32222222222222224,Positive
622,"Windows 11 : donnez-vous plus de temps pour annuler la mise à niveau
https://t.co/O9Cd4sra4A

#Infosec #Secinfo… https://t.co/2qINQjYPv7",Windows 11 : donnez-vous plus de temp pour annuler la mise à niveau  #Infosec #Secinfo… ,0.0,Neutral
623,Windows 11 is dog shit #Windows11,Windows 11 dog shit,-0.2,Negative
625,"🎨 Bilgisayarınızın sizi daha iyi yansıtması için #Windows11'i özelleştirin.

#Temalar hakkında bilgi edinmek için i… https://t.co/RbloKKx7aA",🎨 Bilgisayarınızın sizi daha iyi yansıtması için #Windows11'i özelleştirin. #Temalar hakkında bilgi edinmek için i… ,0.0,Neutral
626,(1) Wydajna platforma Intel® Evo™ 11. generacji. (2) 17 h mobilnej pracy. (3) Możliwość darmowej aktualizacji Windo… https://t.co/LHUTXhAmPF,(1) Wydajna platforma Intel® Evo™ 11. generacji. (2) 17 h mobilnej pracy. (3) Możliwość darmowej aktualizacji Windo… ,0.0,Neutral
627,"Snap Groups in Alt + Tab and Task View Quest in Windows 11 Insider Preview Build Dev 22509 🚀
In Windows 11, snap gr… https://t.co/nvrVG5Q0UV","Snap Groups Alt + Tab Task View Quest Windows 11 Insider Preview Build Dev 22509 🚀 In Windows 11, snap gr… ",0.0,Neutral
628,"RT @GRYSTN: We have to applaud the tenacity displayed by ‘Carlos SM’ who has managed to get Windows 11 running on a 15-year-old PC!  👏

htt…", We applaud tenacity displayed ‘Carlos SM’ managed get Windows 11 running 15-year-old PC! 👏 htt…,0.0,Neutral
629,We have to applaud the tenacity displayed by ‘Carlos SM’ who has managed to get Windows 11 running on a 15-year-old… https://t.co/PI5kQNgYdp,We applaud tenacity displayed ‘Carlos SM’ managed get Windows 11 running 15-year-old… ,0.0,Neutral
630,onmsft: Surface Laptop Go gets new firmware updates to improve battery life https://t.co/38ejHSJThH #Microsoft #Windows11 #Windows,onmsft: Surface Laptop Go get new firmware update improve battery life  #Microsoft #Windows,0.13636363636363635,Positive
631,I'm going back to Windows because I helped my 85 year old day buy his first new computer in more than 15 years (it… https://t.co/h2Yr3aoXlR,I'm going back Windows I helped 85 year old day buy first new computer 15 year (it… ,0.12159090909090908,Positive
632,#Windows11 ya no tiene la función de anclar archivos a aplicaciones específicas en el menú de inicio. Punto para #Windows10.,ya tiene la función de anclar archivos aplicaciones específicas en el menú de inicio. Punto para #Windows10.,0.0,Neutral
633,#Windows11  eliminó los accesos rápidos de configuración del área de notificaciones. Puntos para #Windows10.,eliminó los accesos rápidos de configuración del área de notificaciones. Puntos para #Windows10.,0.0,Neutral
634,RT @AccessITAutomat: #Microsoft shares fix for broken Outlook search in #Windows11 https://t.co/QzPnzWfHEO by @BleepinComputer, #Microsoft share fix broken Outlook search  ,-0.4,Negative
635,#Microsoft shares fix for broken Outlook search in #Windows11 https://t.co/QzPnzWfHEO by @BleepinComputer,#Microsoft share fix broken Outlook search  ,-0.4,Negative
636,.@Microsoft to stop forcing Edge on #Windows11 users https://t.co/gz0q2AiCBi @techradar https://t.co/8ZA9Gtr3r6,. stop forcing Edge user   ,0.0,Neutral
637,BLACK FRIDAY SALE!!! Enjoy an 11% discount on MANAGING MOBILE DEVICES USING MICROSOFT INTUNE and ALL other courses!… https://t.co/6mkcO5fPRy,BLACK FRIDAY SALE!!! Enjoy 11% discount MANAGING MOBILE DEVICES USING MICROSOFT INTUNE ALL courses!… ,0.03723958333333338,Neutral
638,"RT @RohitGuptaAI: Windows 11 does not have an option to open task manager using the taskbar, by default, unlike Windows 10 and earlier.

To…"," Windows 11 option open task manager using taskbar, default, unlike Windows 10 earlier. To…",0.0,Neutral
639,Memperbaiki Tidak Bisa Booting Menggunakan Hasil Kloning Windows 10/11 di SSD #Boot #Clone #Windows10 #Windows11… https://t.co/a9CFbK0nTQ,Memperbaiki Tidak Bisa Booting Menggunakan Hasil Kloning Windows 10/11 di SSD #Boot #Clone #Windows10 #Windows11… ,0.0,Neutral
643,"RT @techzineeu: According to discoveries by Microsoft watchers, OneDrive’s client will receive a new look and feel for Windows 11. The upda…"," According discovery Microsoft watchers, OneDrive’s client receive new look feel Windows 11. The upda…",0.13636363636363635,Positive
644,"According to discoveries by Microsoft watchers, OneDrive’s client will receive a new look and feel for Windows 11.… https://t.co/m3Ci0BMEvz","According discovery Microsoft watchers, OneDrive’s client receive new look feel Windows 11.… ",0.13636363636363635,Positive
645,onmsft: Microsoft releases PowerToys 0.51.1 with bug fixes and stability improvements https://t.co/Yr6ebiKQ2e #Microsoft #Windows11 #Windows,onmsft: Microsoft release PowerToys 0.51.1 bug fix stability improvement  #Microsoft #Windows,0.0,Neutral
646,@actondad I now look forward to installing #Windows11.  Apple has set the bar pretty darn low with #iOS15, I look forward installing #Windows11. Apple set bar pretty darn low #iOS15,0.125,Positive
647,"RT @CeotechI: Windows: come velocizzare un PC datato con una chiavetta USB
-
#ChiavettaUSB #Computer #Laptop #Migliorare #Notebook #Ottimiz…", Windows: come velocizzare un PC datato con una chiavetta USB - #ChiavettaUSB #Computer #Laptop #Migliorare #Notebook #Ottimiz…,0.0,Neutral
648,"Ainda não atualizou seu dispositivo para #Windows11? 

Saiba como 👇 https://t.co/iXDMLm3ebW",Ainda não atualizou seu dispositivo para #Windows11? Saiba como 👇 ,0.0,Neutral
650,Microsoft va laisser le choix du navigateur par défaut dans Windows 11 → https://t.co/NCu4We1hiy via @MondeInformatiq #Windows11,Microsoft va laisser le choix du navigateur par défaut dans Windows 11 →  via ,0.0,Neutral
652,Windows 11 va améliorer son mode avion et son centre de notifications → https://t.co/S5z9w9Fgro via @Clubic #Windows11,Windows 11 va améliorer son mode avion et son centre de notification →  via ,0.0,Neutral
653,"Windows 11 does not have an option to open task manager using the taskbar, by default, unlike Windows 10 and earlie… https://t.co/BffxhUjSbE","Windows 11 option open task manager using taskbar, default, unlike Windows 10 earlie… ",0.0,Neutral
654,"RT @shiny_tech: Since you're probably broke after buying a 14""-16"" MBP here's how to install #Windows11 insider preview for ARM processors…"," Since probably broke buying 14""-16"" MBP here's install insider preview ARM processors…",0.0,Neutral
655,"#Windows11  に無料アプデ完了🎉
重くなるかと思ったけどサクサク感は変わらずでよかった。
スマホアプリも利用できる。カラオケ風アプリはあるけどカラスタ、ポコチャ、ミクチャなどはなかったなぁ、これから入るのかなあ？ 入れれ… https://t.co/w7g7c4OA8S",に無料アプデ完了🎉 重くなるかと思ったけどサクサク感は変わらずでよかった。 スマホアプリも利用できる。カラオケ風アプリはあるけどカラスタ、ポコチャ、ミクチャなどはなかったなぁ、これから入るのかなあ？ 入れれ… ,0.0,Neutral
657,RT @Lyraull: Info: #WindowsInsiders 22518.1000🏗️ #Windows11 #insidewindows11👀 https://t.co/NWWW4euCGI, Info: #WindowsInsiders 22518.1000🏗️ #insidewindows11👀 ,0.0,Neutral
